t,base,lag,pi,lead,lead_lag
75.995996,0.4589485552,0.3146148598,0.4404459516,0.6309416622,0.6188745357
76.25625626,0.458897646,0.3141972397,0.4390913466,0.6310033009,0.6184633634
76.51651652,0.45883059,0.3137584613,0.4377633247,0.6310639296,0.6180513275
76.77677678,0.4587478467,0.3132990745,0.4364613905,0.6311235663,0.6176384773
77.03703704,0.4586498835,0.3128196423,0.4351850463,0.6311822284,0.6172248609
77.2972973,0.4585371752,0.3123207403,0.4339337929,0.6312399328,0.6168105257
77.55755756,0.4584102032,0.3118029555,0.4327071297,0.631296696,0.6163955179
77.81781782,0.4582694547,0.3112668853,0.4315045552,0.631352534,0.6159798827
78.07807808,0.4581154218,0.3107131368,0.4303255669,0.6314074622,0.6155636642
78.33833834,0.4579486013,0.3101423259,0.429169662,0.631461496,0.6151469055
78.5985986,0.4577694935,0.309555076,0.4280363374,0.6315146499,0.6147296487
78.85885886,0.4575786016,0.3089520177,0.4269250904,0.6315669385,0.6143119348
79.11911912,0.4573764314,0.3083337874,0.4258354184,0.6316183756,0.6138938037
79.37937938,0.4571634902,0.3077010267,0.4247668196,0.6316689751,0.6134752946
79.63963964,0.4569402862,0.3070543817,0.423718793,0.6317187501,0.6130564452
79.8998999,0.4567073282,0.3063945015,0.4226908388,0.6317677138,0.6126372925
80.16016016,0.4564651247,0.3057220383,0.4216824588,0.6318158787,0.6122178725
80.42042042,0.4562141833,0.3050376457,0.4206931562,0.6318632574,0.6117982199
80.68068068,0.4559550102,0.3043419785,0.4197224363,0.631909862,0.6113783687
80.94094094,0.4556881095,0.3036356917,0.4187698064,0.6319557043,0.6109583518
81.2012012,0.455413983,0.3029194397,0.4178347763,0.6320007961,0.6105382012
81.46146146,0.4551331291,0.3021938756,0.4169168582,0.6320451486,0.6101179478
81.72172172,0.4548460428,0.3014596507,0.4160155672,0.632088773,0.6096976216
81.98198198,0.4545532147,0.3007174131,0.4151304215,0.6321316803,0.6092772517
82.24224224,0.4542551311,0.2999678079,0.4142609422,0.6321738813,0.6088568664
82.5025025,0.453952273,0.2992114758,0.4134066541,0.6322153863,0.6084364928
82.76276276,0.4536451157,0.298449053,0.4125670853,0.6322562059,0.6080161574
83.02302302,0.4533341288,0.2976811699,0.411741768,0.6322963501,0.6075958855
83.28328328,0.4530197754,0.2969084512,0.4109302379,0.6323358289,0.6071757019
83.54354354,0.4527025115,0.2961315148,0.4101320351,0.6323746522,0.6067556303
83.8038038,0.4523827862,0.2953509717,0.4093467039,0.6324128297,0.6063356937
84.06406406,0.4520610409,0.2945674247,0.4085737931,0.6324503707,0.6059159142
84.32432432,0.4517377091,0.2937814687,0.4078128558,0.6324872848,0.6054963132
84.58458458,0.4514132159,0.2929936895,0.4070634501,0.6325235811,0.6050769113
84.84484484,0.451087978,0.2922046638,0.406325139,0.6325592687,0.6046577282
85.10510511,0.4507624031,0.2914149585,0.4055974901,0.6325943566,0.604238783
85.36536537,0.4504368897,0.2906251303,0.4048800766,0.6326288537,0.6038200942
85.62562563,0.450111827,0.2898357252,0.4041724766,0.6326627686,0.6034016794
85.88588589,0.4497875944,0.2890472781,0.4034742737,0.63269611,0.6029835555
86.14614615,0.4494645615,0.2882603127,0.402785057,0.6327288864,0.6025657388
86.40640641,0.4491430877,0.2874753406,0.4021044211,0.6327611061,0.6021482451
86.66666667,0.4488235221,0.2866928615,0.4014319664,0.6327927774,0.6017310893
86.92692693,0.4485062033,0.2859133625,0.4007672988,0.6328239086,0.6013142859
87.18718719,0.4481914594,0.2851373181,0.4001100304,0.6328545078,0.6008978487
87.44744745,0.4478796076,0.2843651895,0.3994597791,0.6328845828,0.600481791
87.70770771,0.4475709542,0.283597425,0.3988161688,0.6329141417,0.6000661254
87.96796797,0.4472657944,0.2828344589,0.3981788296,0.6329431922,0.5996508642
88.22822823,0.4469644124,0.2820767122,0.3975473975,0.632971742,0.599236019
88.48848849,0.4466670811,0.2813245917,0.3969215152,0.6329997989,0.5988216008
88.74874875,0.4463740622,0.2805784901,0.3963008313,0.6330273703,0.5984076205
89.00900901,0.4460856061,0.279838786,0.3956850009,0.6330544638,0.5979940881
