idx,a
1301,47870.156238947187
1302,48359.687091714790
1303,48854.223995739369
1304,49353.818144013239
1305,49858.521253039638
1306,50368.385568186255
1307,50883.463869093510
1308,51403.809475138056
1309,51929.476250952641
1310,52460.518612001411
1311,52996.991530213229
1312,53538.950539672136
1313,54086.451742366036
1314,54639.551813994112
1315,55198.308009834189
1316,55762.778170668942
1317,56333.020728773838
1318,56909.094713965795
1319,57491.059759713738
1320,58078.976109311705
1321,58672.904622114911
1322,59272.906779840225
1323,59879.044692929856
1324,60491.381106981302
1325,61109.979409242493
1326,61734.903635173439
1327,62366.218475074842
1328,63003.989280785208
1329,63648.282072445043
1330,64299.163545331634
1331,64956.701076762976
1332,65620.962733072491
1333,66292.017276654908
1334,66969.934173084897
1335,67654.783598307113
1336,68346.636445901153
1337,69045.564334420094
1338,69751.639614804284
1339,70464.935377870803
1340,71185.525461879588
1341,71913.484460177409
1342,72648.887728918751
1343,73391.811394867036
1344,74142.332363274851
1345,74900.528325845036
1346,75666.477768772820
1347,76440.259980871211
1348,77221.955061777771
1349,78011.643930246879
1350,78809.408332526102
1351,79615.330850818267
1352,80429.494911830028
1353,81251.984795408513
1354,82082.885643264861
1355,82922.283467788380
1356,83770.265160950206
1357,84626.918503298060
1358,85492.332173043076
1359,86366.595755239250
1360,87249.799751057828
1361,88142.035587154547
1362,89043.395625134683
1363,89953.973171113757
1364,90873.862485376390
1365,91803.158792133574
1366,92741.958289380869
1367,93690.358158855306
1368,94648.456576096141
1369,95616.352720607523
1370,96594.146786125202
1371,97581.939990988394
1372,98579.834588617276
1373,99587.933878098876
1374,100606.342214878969
1375,101635.165021565568
1376,102674.508798841634
1377,103724.481136489834
1378,104785.190724529602
1379,105856.747364469324
1380,106939.261980671319
1381,108032.846631835346
1382,109137.614522598291
1383,110253.680015252816
1384,111381.158641585789
1385,112520.167114837590
1386,113670.823341784795
1387,114833.246434944173
1388,116007.556724903799
1389,117193.875772779080
1390,118392.326382796382
1391,119603.032615005111
1392,120826.119798121086
1393,122061.714542498623
1394,123309.944753237956
1395,124570.939643425227
1396,125844.829747508353
1397,127131.746934809227
1398,128431.824423175523
1399,129745.196792769420
1400,131072.000000000029
