version,K,w,mag_db,phase_deg
A,0.200000000000,0.003094662317,-0.106883647534,-11.013622024961
A,0.200000000000,0.003130541925,-0.109348946008,-11.139724701852
A,0.200000000000,0.003166837524,-0.111870464570,-11.267234530538
A,0.200000000000,0.003203553934,-0.114449455610,-11.396165955075
A,0.200000000000,0.003240696036,-0.117087198051,-11.526533524672
A,0.200000000000,0.003278268764,-0.119784997854,-11.658351892924
A,0.200000000000,0.003316277112,-0.122544188520,-11.791635816934
A,0.200000000000,0.003354726129,-0.125366131600,-11.926400156450
A,0.200000000000,0.003393620926,-0.128252217225,-12.062659872851
A,0.200000000000,0.003432966670,-0.131203864618,-12.200430028042
A,0.200000000000,0.003472768590,-0.134222522635,-12.339725783417
A,0.200000000000,0.003513031975,-0.137309670296,-12.480562398579
A,0.200000000000,0.003553762174,-0.140466817336,-12.622955230013
A,0.200000000000,0.003594964601,-0.143695504746,-12.766919729770
A,0.200000000000,0.003636644729,-0.146997305340,-12.912471443953
A,0.200000000000,0.003678808099,-0.150373824300,-13.059626011146
A,0.200000000000,0.003721460312,-0.153826699759,-13.208399160792
A,0.200000000000,0.003764607036,-0.157357603359,-13.358806711434
A,0.200000000000,0.003808254004,-0.160968240839,-13.510864568840
A,0.200000000000,0.003852407017,-0.164660352607,-13.664588724072
A,0.200000000000,0.003897071941,-0.168435714335,-13.819995251455
A,0.200000000000,0.003942254711,-0.172296137542,-13.977100306369
A,0.200000000000,0.003987961332,-0.176243470194,-14.135920123026
A,0.200000000000,0.004034197877,-0.180279597300,-14.296471012054
A,0.200000000000,0.004080970490,-0.184406441518,-14.458769358010
A,0.200000000000,0.004128285386,-0.188625963759,-14.622831616794
A,0.200000000000,0.004176148852,-0.192940163793,-14.788674312861
A,0.200000000000,0.004224567248,-0.197351080864,-14.956314036412
A,0.200000000000,0.004273547009,-0.201860794306,-15.125767440331
A,0.200000000000,0.004323094643,-0.206471424153,-15.297051237165
A,0.200000000000,0.004373216734,-0.211185131760,-15.470182195795
A,0.200000000000,0.004423919942,-0.216004120419,-15.645177138091
A,0.200000000000,0.004475211004,-0.220930635983,-15.822052935335
A,0.200000000000,0.004527096736,-0.225966967478,-16.000826504623
A,0.200000000000,0.004579584033,-0.231115447728,-16.181514804984
A,0.200000000000,0.004632679870,-0.236378453969,-16.364134833433
A,0.200000000000,0.004686391301,-0.241758408469,-16.548703620873
A,0.200000000000,0.004740725464,-0.247257779137,-16.735238227817
A,0.200000000000,0.004795689579,-0.252879080142,-16.923755739928
A,0.200000000000,0.004851290950,-0.258624872519,-17.114273263512
A,0.200000000000,0.004907536965,-0.264497764768,-17.306807920644
A,0.200000000000,0.004964435097,-0.270500413463,-17.501376844371
A,0.200000000000,0.005021992909,-0.276635523844,-17.697997173562
A,0.200000000000,0.005080218047,-0.282905850404,-17.896686047634
A,0.200000000000,0.005139118249,-0.289314197470,-18.097460601197
A,0.200000000000,0.005198701342,-0.295863419782,-18.300337958373
A,0.200000000000,0.005258975244,-0.302556423056,-18.505335227040
A,0.200000000000,0.005319947963,-0.309396164541,-18.712469492868
A,0.200000000000,0.005381627601,-0.316385653564,-18.921757813181
A,0.200000000000,0.005444022355,-0.323527952069,-19.133217210566
A,0.200000000000,0.005507140515,-0.330826175135,-19.346864666449
A,0.200000000000,0.005570990470,-0.338283491489,-19.562717114281
